cik,fyear,status_label,3_current_assets,3_total_assets,3_cost_of_goods_sold,3_total_long_term_debt,3_depreciation_and_amortization,3_ebit,3_ebitda,3_gross_profit,3_inventory,3_total_current_liabilities,3_net_income,3_retained_earnings,3_total_receivables,3_total_revenue,3_market_value,3_total_liabilities,3_net_sales,3_total_operating_expenses,2_current_assets,2_total_assets,2_cost_of_goods_sold,2_total_long_term_debt,2_depreciation_and_amortization,2_ebit,2_ebitda,2_gross_profit,2_inventory,2_total_current_liabilities,2_net_income,2_retained_earnings,2_total_receivables,2_total_revenue,2_market_value,2_total_liabilities,2_net_sales,2_total_operating_expenses,1_current_assets,1_total_assets,1_cost_of_goods_sold,1_total_long_term_debt,1_depreciation_and_amortization,1_ebit,1_ebitda,1_gross_profit,1_inventory,1_total_current_liabilities,1_net_income,1_retained_earnings,1_total_receivables,1_total_revenue,1_market_value,1_total_liabilities,1_net_sales,1_total_operating_expenses
C52,2006,alive,74.014,138.628,117.867,18.49,7.411,8.519,15.93,60.96100000000001,33.608000000000004,33.075,4.962,67.835,30.631,178.828,92.973,57.458,178.828,162.898,65.64399999999999,125.768,109.988,7.069,7.456,6.577999999999999,14.034,55.912,27.231,23.824,3.6,69.329,25.713,165.9,64.031,42.31,165.9,151.866,61.029,118.781,108.757,0.231,7.667999999999997,8.048,15.716,56.739,24.964,22.809,30.829,68.616,24.912,165.49599999999995,83.6028,34.014,165.49599999999995,149.78
C53,2012,alive,252.523,373.409,484.185,0.0,17.246,7.818,25.064,109.212,78.062,125.544,2.833,150.08700000000005,85.73299999999998,593.3969999999998,240.7989,148.257,593.3969999999998,568.3330000000002,246.277,379.874,421.986,0.0,14.184,26.398000000000003,40.582,116.438,77.71300000000002,132.541,17.304000000000002,148.515,104.091,538.424,187.5893,159.245,538.424,497.842,230.203,321.065,390.795,0.0,9.501,24.089,33.59,108.558,58.88399999999999,106.229,12.166,131.221,73.681,499.353,286.8353,124.528,499.353,465.763
C54,2009,alive,603.234,2651.5370000000007,1009.796,1156.005,66.595,182.637,249.232,514.276,276.564,193.896,59.79600000000001,555.288,236.274,1524.072,1309.3592,1727.694,1524.072,1274.84,717.153,2834.159,1294.848,1318.578,81.533,248.597,330.13,659.831,344.92,294.952,99.423,480.609,284.689,1954.679,825.6339,1994.632,1954.679,1624.549,694.9960000000003,2821.626,1206.817,1355.905,71.779,254.385,326.164,618.082,309.921,254.511,94.102,466.272,281.7290000000001,1824.899,1546.3741,2010.857,1824.899,1498.735
C55,2002,alive,31.899,49.647,41.458,1.0,2.954,2.249,5.202999999999999,21.171,19.623,16.589000000000002,-8.254,28.053,6.742999999999999,62.629,20.0282,17.889,62.629,57.426,31.684,55.782,56.937,0.302,2.772,3.274,6.046,21.131,19.933,14.863,1.582,36.233,7.86,78.068,18.3047,15.375,78.068,72.02199999999998,34.447,57.53100000000001,65.32600000000001,0.128,3.0380000000000003,5.831,8.869,23.734,20.421,17.804000000000006,2.882,34.798,10.37,89.06,17.0697,18.053,89.06,80.191
C56,2011,alive,4818.5,19412.6,12471.3,4844.8,589.3,697.6,1286.9,1286.9,552.7,3287.8,-306.8,3801.7,2155.5,13758.2,8000.8836,12011.8,13758.2,12471.3,6452.6,20018.5,12857.5,4448.8,519.5,963.0,1482.5,1482.5,465.4,3277.2,-931.8,4597.5,2368.1,14340.0,6119.5371,11910.5,14340.0,12857.5,7460.7,23544.4,13778.7,4814.0,651.4,1168.7,1820.1,1820.1,408.2,4040.7,4503.4,5467.5,2137.6,15598.8,7068.6425,14582.0,15598.8,13778.7
C57,2006,alive,427.099,752.948,633.552,0.0,28.103,59.073,87.176,340.01800000000014,84.60700000000001,146.891,19.952,508.334,163.16,973.57,978.9624,175.69299999999996,973.57,886.3939999999999,475.866,755.0369999999997,571.2909999999998,5.715,27.142,62.885,90.027,343.349,84.66799999999998,164.269,49.479,502.53,174.017,914.64,767.1363,193.101,914.64,824.613,486.255,730.727,507.916,11.429,28.2,68.249,96.449,346.277,69.892,158.558,66.88,483.501,157.809,854.193,936.1364,196.023,854.193,757.7439999999997
C58,2007,failed,207.229,357.35400000000016,205.114,25.767,9.006,-59.562,-50.556,150.844,118.205,140.459,-0.341,-66.668,16.566,355.958,50.452,264.469,355.958,406.514,199.493,415.129,178.96900000000005,65.45,7.523,-37.965,-30.442,130.622,106.718,101.708,-37.299,-70.508,16.927,309.591,65.5876,326.111,309.591,340.033,146.528,447.06,214.457,101.303,11.025,-30.564,-19.539,137.96,90.856,82.415,-21.284,-49.38800000000001,18.535,352.417,58.5243,337.14300000000014,352.417,371.956
C59,2005,alive,546.34,894.3510000000001,1145.352,75.046,55.135,105.056,160.191,398.575,80.756,205.019,90.521,661.3989999999999,295.993,1543.927,1201.0764,351.76199999999994,1543.927,1383.736,524.241,905.573,1139.451,62.333,59.94300000000001,109.1,169.043,383.801,102.892,223.606,68.005,608.47,263.087,1523.2520000000006,1121.059,367.607,1523.2520000000006,1354.2089999999996,523.1659999999998,886.023,1049.265,87.712,63.848,103.168,167.016,369.232,75.15,223.851,46.614,546.121,234.219,1418.497,1044.576,372.594,1418.497,1251.481
C60,2002,alive,4.743,8.067,9.946,0.835,0.25,-0.171,0.079,3.389,0.575,3.233,-0.423,-22.017,1.354,13.335,3.9273,4.243,13.335,13.255999999999998,4.994,7.136,9.941,0.027,0.1669999999999999,-1.784,-1.617,2.904,0.933,2.5580000000000003,-1.118,-21.55,1.776,12.845,6.5148,2.852,12.845,14.462,7.6960000000000015,8.215,8.272,0.355,0.159,-0.5820000000000001,-0.423,2.813,1.41,2.397,1.867,-20.432,1.905,11.085,5.4947,2.752,11.085,11.508
C61,2013,alive,84.164,130.253,83.069,16.070999999999998,2.8510000000000004,20.98,23.831,63.944,24.239,19.84,13.257,52.604,16.755,147.013,183.3658,43.076,147.013,123.182,78.9,128.266,88.77,20.357,3.045,23.373,26.41800000000001,67.168,21.149,22.699,14.549,40.944,13.175999999999998,155.938,151.9634,53.859,155.938,129.52,64.786,115.979,81.405,24.286,1.891,12.731,14.622,48.163,25.5,18.1,7.51,31.199,11.819,129.56799999999998,124.6778,53.456,129.56799999999998,114.946
C62,2014,alive,2.73,9.646,1.604,1.09,2.5610000000000004,-2.568,-0.0069999999999999,0.865,0.0,7.365,-2.396,-7.002000000000002,0.369,2.469,0.483,8.455,2.469,2.476,9.467,17.102999999999998,0.82,0.242,2.424,-1.6,0.8240000000000001,1.809,0.0,13.288,-2.6,-4.621,0.035,2.629,80.5,13.53,2.629,1.805,4.079,14.718,1.829,0.856,2.524,-1.166,1.358,3.21,0.0,8.4,-1.6969999999999998,-2.136,1.242,5.039,153.75,9.256,5.039,3.681
C63,2007,alive,28.747,38.101,64.227,1.6269999999999998,0.359,-0.261,0.098,20.716,14.105,21.548,-0.936,2.297,12.872,84.943,15.6782,23.871,84.943,84.845,24.426,30.784,39.627,0.0,0.358,1.084,1.442,15.205,12.424,20.79,0.4679999999999999,3.233,10.559,54.832,19.3141,21.526,54.832,53.39,10.388,10.453,20.507,0.0,0.027,-2.389,-2.362,5.813,4.582,6.0470000000000015,-1.2009999999999998,2.765,4.445,26.32,5.8667,6.193,26.32,28.682
C64,2001,alive,8.586,16.285999999999998,14.739,1.868,0.7170000000000001,2.227,2.944,10.186,4.615,5.5870000000000015,0.9,-30.599,2.685,24.925,3.2051,15.833,24.925,21.981,10.958,17.102,15.18,6.325,0.818,2.6,3.418,11.896,5.313,2.664,1.145,-29.947,3.09,27.076,3.4838,15.998,27.076,23.658,12.054,18.512,15.168,7.2,0.7190000000000001,4.768,5.487,13.720999999999998,4.488,3.49,4.082,-30.735,4.301,28.889,8.7094,18.196,28.889,23.402
C65,2009,alive,20.976,22.553,79.536,11.347,0.895,-0.784,0.111,21.041,8.012,9.704,-1.906,-37.657,9.51,100.577,0.4547,24.641,100.577,100.466,24.91800000000001,27.26,78.429,10.855,1.636,-1.902,-0.266,23.475,8.77,12.613,-4.867,-35.751,11.095999999999998,101.904,0.1083,27.516,101.904,102.17,52.832,62.019,94.797,8.969,1.245,-11.059,-9.814,25.121,10.323,42.849,-15.247,-30.2,12.304,119.918,7.785,57.236,119.918,129.732
C66,2005,alive,4209.0,56553.0,8581.0,13079.0,3058.0,5035.0,8093.0,11966.0,385.0,8654.0,3294.0,20369.0,2555.0,20547.0,48725.8,33019.0,20547.0,12454.0,5699.0,59496.0,7353.0,15108.0,3636.0,5545.0,9181.0,12997.0,321.0,10370.0,4758.0,19110.0,2559.0,20350.0,50883.49,36430.0,20350.0,11169.0,8849.0,49702.0,7988.0,11489.0,4179.0,6115.0,10294.0,14647.0,375.0,8458.0,3904.0,15955.0,2928.0,22635.0,51789.0,29781.0,22635.0,12341.0
C67,2012,alive,167.799,1499.592,455.536,733.025,30.103,229.08,259.183,259.183,6.614,111.813,100.17,-790.633,140.605,714.7189999999997,791.0411,1199.868,714.7189999999997,455.536,259.023,1611.605,445.172,887.003,30.796,174.174,204.97,204.97,7.5710000000000015,105.862,57.958,-824.3480000000003,181.213,650.1419999999998,647.9977,1344.402,650.1419999999998,445.172,210.796,1590.39,445.736,897.1110000000001,34.693000000000005,206.966,241.659,241.659,7.407999999999999,137.2,86.906,-916.699,182.913,687.395,729.5579,1419.7479999999994,687.395,445.736
C68,2011,alive,34.872,229.423,289.782,0.0,19.938,10.262,30.2,62.295,5.228,42.84,3.997,72.583,2.5340000000000003,352.077,233.856,58.619,352.077,321.877,15.171,220.882,267.624,5.689,21.602,12.833,34.435,60.01600000000001,5.6679999999999975,33.467,1.335,71.895,2.722,327.64,135.579,54.449,327.64,293.205,15.707,234.09,256.223,0.0,20.403,5.909,26.312,57.301,6.902,55.389,-8.943,71.586,3.256,313.524,102.0678,70.751,313.524,287.212
C69,2002,alive,1186.3,3878.7,3499.8,84.9,246.3,-262.5,-16.2,72.6,740.9,1047.3,-699.6,-5443.6,350.2,3572.4,14.4254,7328.9,3572.4,3588.6,1202.5,4244.0,3468.6,628.2,253.1,-493.8,-240.7,-134.3,725.3,271.6,-1949.6,-3672.0,350.4,3334.3,58.8969,5924.5,3334.3,3575.0,1146.4,5467.0,3918.8,798.0,260.3,-95.5,164.8,277.8,874.2,927.2,-118.4,-889.4,152.1,4196.6,227.1028,4347.0,4196.6,4031.8
C70,2004,alive,515.273,1361.385,1806.565,545.943,53.6,128.687,182.287,182.287,9.181,340.005,28.021,-532.804,238.263,1988.852,991.3019,1088.972,1988.852,1806.565,515.816,1346.421,1836.9,552.873,52.0,90.859,142.859,142.859,10.425,414.361,80.468,-560.825,178.359,1979.759,921.8101,1108.235,1979.759,1836.9,375.707,1349.895,2047.329,588.714,77.7,118.147,195.847,195.847,13.98,417.418,-146.09,-640.776,186.287,2243.176,298.8453,1196.423,2243.176,2047.329
C71,2006,alive,88.44,88.50299999999999,14.390999999999998,0.0,0.002,-3.084,-3.082,1.163,0.0,2.895,103.459,-37.531,0.239,15.554,69.9438,2.902,15.554,18.636,5.059,135.727,10.403,148.637,0.0,-0.318,-0.318,4.184,0.0,3.25,25.274,-140.991,1.66,14.587,49.3523,153.586,14.587,14.905,5.0710000000000015,112.113,8.926,148.637,0.0,0.418,0.418,2.637,0.0,2.872,14.285,-166.265,2.4,11.563,25.4036,155.246,11.563,11.145
C72,2012,failed,109.314,119.206,21.934,223.087,0.4479999999999999,-119.098,-118.65,-3.911,4.325,31.616,-118.312,-536.219,4.341,18.023,76.7372,257.503,18.023,136.673,189.635,197.116,8.921,175.46099999999996,0.392,-115.436,-115.044,0.644,10.924,30.065,-102.027,-417.588,4.737,9.565,159.4495,205.526,9.565,124.609,71.325,77.618,2.255,0.038,0.418,-55.984,-55.566,1.773,3.14,18.052,-73.109,-315.575,0.909,4.0280000000000005,782.6853,28.351,4.0280000000000005,59.594
C73,2002,alive,1216.024,2006.988,114.559,37.41,45.6,296.637,342.237,1033.805,95.378,326.333,199.148,854.755,171.067,1148.364,6012.5253,411.567,1148.364,806.127,1097.727,1721.046,99.61,42.297,36.9,360.1980000000001,397.098,943.75,51.919,294.942,272.683,715.362,177.582,1043.36,8514.8692,372.214,1043.36,646.262,928.271,1431.856,97.398,47.185,27.8,328.356,356.156,829.054,39.529,221.021,333.577,566.289,143.178,926.452,8878.6189,325.454,926.452,570.2959999999998
C74,2006,alive,1451.7879999999998,2457.861,545.265,0.0,97.005,489.602,586.607,1562.1629999999998,540.428,345.81199999999984,335.892,1680.681,498.73800000000006,2107.428,10715.9945,408.637,2107.428,1520.821,1334.1529999999998,2282.647,496.129,0.0,82.177,627.286,709.4630000000003,1529.61,534.515,535.462,405.908,1397.033,524.763,2025.739,8615.8059,562.453,2025.739,1316.276,1173.9160000000004,2096.577,439.244,0.0,69.602,597.154,666.7560000000002,1440.706,469.791,501.391,351.616,1308.156,479.745,1879.95,9415.4407,532.646,1879.95,1213.194
C75,2010,alive,5.6,7.294,6.295,0.0,0.391,-0.451,-0.06,4.717,1.3119999999999998,1.565,-0.283,3.19,2.147,11.012,3.6192,1.908,11.012,11.072,5.612,7.403,6.726,0.0,0.389,1.338,1.727,5.914,1.878,1.415,0.944,3.4730000000000003,2.2030000000000003,12.64,13.0737,1.744,12.64,10.913,4.533,6.335,6.07,0.0,0.325,1.001,1.3259999999999998,5.425,1.4280000000000002,1.408,0.6659999999999999,2.528,1.767,11.495,8.2367,1.633,11.495,10.169
C76,2004,alive,25.41,30.207,26.609,0.0,0.687,3.253,3.94,3.94,2.251,6.5360000000000005,1.882,17.326,6.3610000000000015,30.549,40.4958,7.4460000000000015,30.549,26.609,22.955,27.19400000000001,25.948,0.0,0.342,1.811,2.153,2.153,1.908,6.242999999999999,1.882,15.444,6.279,28.101,25.032,6.915,28.101,25.948,21.028,25.19,26.875,0.0,0.391,1.998,2.389,2.389,3.0610000000000004,6.224,1.45,13.562,5.569,29.264,20.62,6.904,29.264,26.875
C77,2009,alive,7.952000000000001,9.378,5.971,4.678999999999999,0.3279999999999999,0.123,0.451,9.768,2.9160000000000004,3.409,-0.362,-16.401,2.571,15.739,9.2516,8.088,15.739,15.288,7.119,8.72,7.117999999999999,4.625,0.18,-3.718,-3.5380000000000003,7.752999999999999,2.7230000000000003,2.655,-4.011,-16.039,2.181,14.871,3.7285,7.28,14.871,18.409,5.972,6.357,5.4860000000000015,0.0,0.16,-1.182,-1.022,7.506,2.353,1.59,-1.507,-12.028,2.582,12.992,11.8981,1.59,12.992,14.014
C78,2009,alive,3001.9,5495.2,3061.9,1715.0,126.7,316.2,442.9,1713.2,777.1,1195.9,132.5,1149.2,832.8,4775.1,3996.4454,4196.1,4775.1,4332.2,2603.6,5183.3,3952.7,1444.7,135.0,476.8,611.8,2133.4,1024.2,1483.9,293.6,1080.5,924.6,6086.1,2512.4883,4058.5,6086.1,5474.3,2839.5,5410.9,4173.2,1179.1,141.7,654.2,795.9,2390.0,1145.8,1880.8,518.1,1400.2,1109.4,6563.2,4382.6566,3952.2,6563.2,5767.3
C79,2007,failed,21.877,52.367,70.493,0.005,6.0360000000000005,4.675,10.711,17.915,9.33,87.771,-6.959,-50.36600000000001,10.981,88.40799999999999,1.2555,88.30799999999998,88.40799999999999,77.697,20.222,54.44,70.24,0.406,6.919,4.084,11.003,17.660999999999994,8.787,82.211,-7.349,-43.407,9.852,87.90100000000002,2.0426,83.431,87.90100000000002,76.898,22.396,62.343,78.72399999999998,41.545,8.012,3.359,11.371,18.118,7.784,41.092,-3.783,-36.058,12.701,96.842,3.4524,83.999,96.842,85.471
C80,2012,alive,1983.884,3784.315,5061.803,960.962,74.124,86.87799999999999,161.002,1858.581,812.454,1056.641,416.79,-228.894,528.279,6920.384,847.9878,2705.325,6920.384,6759.382,1938.974,4069.275,5227.769,1699.323,84.21799999999998,101.386,185.604,1893.398,821.9989999999997,1013.301,34.894,-690.5039999999997,558.635,7121.167,391.1619,3468.3590000000013,7121.167,6935.563,2014.286,4078.929,5199.419,1740.435,100.936,136.466,237.402,1950.588,846.4630000000003,1044.474,71.155,-629.359,546.885,7150.007,1505.5266,3428.918,7150.007,6912.605
C81,2014,alive,54.483,83.663,31.477,0.0,1.649,15.286,16.935,36.038,20.812,9.097,8.149,41.114,7.568,67.515,159.2046,11.268,67.515,50.58,53.72,83.086,29.246,0.0,1.67,10.541,12.211,28.596,17.137,8.398,6.7,40.425,12.308,57.842,147.3321,12.377,57.842,45.631,52.47,82.714,26.244,0.0,1.628,9.238,10.866,26.366,17.708,7.1670000000000025,1.982,40.45,8.869,52.61,128.5456,12.896,52.61,41.744
C82,2008,alive,12.138,15.566,6.5070000000000014,4.039,0.591,-2.026,-1.435,18.01,1.49,4.499,-3.219,-58.927,4.087,24.517,4.6227,9.003,24.517,25.952,15.164,19.867,6.49,3.619,0.5539999999999999,-4.84,-4.2860000000000005,15.36,1.67,5.62,-16.699,-55.112,4.815,21.85,18.2477,9.938,21.85,26.136,15.517,36.38800000000001,13.744000000000002,3.801,1.185,-6.932,-5.747000000000001,16.598,4.239,5.884,-6.694,-38.848,6.178999999999999,30.342,40.5297,10.68,30.342,36.089
C83,2011,alive,765.14,8065.354,2080.06,1800.911,303.083,547.252,850.335,850.335,67.514,1349.813,271.398,1144.712,324.196,2930.395,4864.4455,5984.170999999999,2930.395,2080.06,996.673,7933.925,2069.738,2301.283,311.913,535.27,847.183,847.183,51.362,1077.441,354.909,1040.402,328.039,2916.921,4370.3355,5956.361999999999,2916.921,2069.738,1191.227,8144.786,2163.86,1966.441,370.082,516.102,886.184,886.184,59.307,1729.149,255.208,952.308,315.253,3050.044000000001,3930.5344,6229.18,3050.044000000001,2163.86
C84,2010,alive,13.659,53.084,14.28,0.037,0.159,-0.147,0.012,2.757,0.878,8.198,-0.0579999999999999,-63.99100000000001,10.561,17.037,1.5731,47.235,17.037,17.025,15.586,59.844,15.842,0.032,0.215,-0.0969999999999999,0.118,3.235,1.209,9.935,-0.0559999999999999,-63.933,11.970999999999998,19.077,1.3364,53.967,19.077,18.959,16.936,55.353,22.638,0.141,0.209,1.135,1.344,5.209,1.183,10.446,0.255,-63.877,13.085,27.847,1.6843,48.587,27.847,26.503
C85,2009,alive,96.193,111.597,35.218,0.0,2.775,4.473,7.247999999999997,27.341,15.642,8.517999999999999,2.029,15.905,10.136,62.559,106.2646,9.707,62.559,55.31100000000001,96.128,111.658,30.96,0.0,2.498,4.829,7.327000000000001,25.395,15.359000000000002,11.130999999999998,-5.987,13.973,10.508,56.355,112.925,12.82,56.355,49.028,103.014,123.764,69.90899999999999,0.0,3.885,2.33,6.215,34.328,31.213,16.104,3.0860000000000003,20.046,17.805,104.237,120.1331,17.63,104.237,98.022
C86,2009,alive,200.871,460.874,450.082,5.718999999999999,32.748000000000005,11.731,44.479,225.715,26.831,116.35,-16.59,273.466,116.067,675.797,267.7678,209.407,675.797,631.318,202.453,480.749,525.047,88.352,33.097,-1.709,31.388,241.598,27.97300000000001,109.884,-24.689,282.9120000000001,126.073,766.645,158.6248,294.166,766.645,735.257,310.222,509.417,532.93,1.835,28.843000000000004,46.726000000000006,75.569,317.687,28.789,201.273,27.104,355.00699999999995,134.489,850.617,463.0032,258.938,850.617,775.048
C87,2003,alive,161.376,1568.434,145.67,394.08,119.337,143.85399999999996,263.191,320.706,1.045,142.812,82.73700000000002,117.119,117.073,466.376,1472.8253,755.482,466.376,203.185,66.765,850.952,69.453,133.172,96.871,18.577,115.448,161.907,1.808,75.652,-8.177,22.243,47.414,231.36,985.4511,287.334,231.36,115.912,82.962,844.975,75.786,120.57,79.607,117.94,197.547,249.18400000000003,1.689,71.684,69.503,36.525,63.745,324.97,1056.8473,269.747,324.97,127.423
C88,2003,alive,188.374,220.534,76.744,0.0,1.296,17.578,18.874,88.348,64.491,35.74,12.148,113.88,94.732,165.092,135.6705,60.463,165.092,146.218,177.84799999999996,210.907,76.544,0.0,1.345,21.056,22.401,89.671,67.293,37.69,12.268,97.237,87.48299999999998,166.215,117.2745,67.479,166.215,143.814,159.275,194.0,67.104,0.0,0.92,16.95,17.87,78.135,48.914,29.788,10.456,84.96,77.008,145.239,121.4136,62.849,145.239,127.369
C89,2007,alive,3.696,5.6560000000000015,18.292,0.0,1.426,-1.866,-0.44,1.327,1.225,1.57,-1.91,-0.8340000000000001,2.438,19.619,0.603,1.57,19.619,20.059,4.357,7.673999999999999,22.189,0.0,1.588,-1.886,-0.298,1.695,1.543,1.6769999999999998,-1.877,1.077,2.727,23.884,2.1928,1.6769999999999998,23.884,24.182,4.728,9.504,23.47,0.0,1.6740000000000002,-2.1180000000000003,-0.444,1.783,1.6840000000000002,1.63,-1.922,2.954,2.569,25.253,1.6446,1.63,25.253,25.697
C90,2004,alive,984.375,1673.2679999999998,1987.159,132.347,89.85799999999998,164.764,254.622,1212.681,720.882,577.135,105.033,910.18,24.841,3199.84,1484.225,746.415,3199.84,2945.218,890.668,1579.178,1773.495,133.53799999999998,84.527,83.419,167.946,1072.943,622.538,560.661,67.976,831.928,23.744,2846.438,849.8504,733.7460000000003,2846.438,2678.492,683.4839999999998,1316.726,1686.955,34.587,76.461,79.751,156.21200000000005,1010.404,583.133,480.374,64.957,776.154,16.927,2697.359000000001,759.5264,528.705,2697.359000000001,2541.147
C91,2002,alive,500.141,913.563,863.801,0.0,52.072,-26.621,25.451,129.535,131.363,603.09,-100.77,-844.6210000000003,198.919,993.336,3.2267,1026.293,993.336,967.885,538.72,1184.995,1207.682,397.068,65.012,8.205,73.217,196.223,216.968,655.18,-91.101,-705.2760000000003,217.556,1403.905,73.9956,1159.5510000000004,1403.905,1330.688,631.785,1351.6,1352.571,865.98,83.811,40.76,124.571,267.676,287.969,242.898,-526.972,-634.7669999999998,301.001,1620.247,65.6688,1256.825,1620.247,1495.6760000000006
C92,2009,alive,3256.0,38675.0,9217.0,9691.0,1537.0,3328.0,4865.0,4865.0,633.0,3339.0,1721.0,13445.0,787.0,14082.0,33603.6802,25877.0,14082.0,9217.0,2665.0,36403.0,12534.0,9099.0,1397.0,4087.0,5484.0,5484.0,525.0,3646.0,2115.0,11890.0,847.0,18018.0,25679.3935,25272.0,18018.0,12534.0,2181.0,33583.0,10942.0,7735.0,1293.0,3567.0,4860.0,4860.0,579.0,3235.0,1829.0,11013.0,790.0,15802.0,28939.4039,22439.0,15802.0,10942.0
C93,2002,alive,86.145,310.105,227.759,100.223,19.886,9.448,29.334,112.411,56.20399999999999,51.344,-1.4580000000000002,120.185,16.544,340.17,66.9856,174.02,340.17,310.836,85.249,321.177,227.551,121.118,19.647,15.473,35.12,118.255,55.297,41.726000000000006,0.257,124.83,16.872,345.806,149.5965,181.204,345.806,310.686,123.562,366.551,289.02,140.376,18.666,45.581,64.247,162.17700000000005,74.83800000000002,67.327,22.777,127.845,38.11,451.197,158.8091,224.841,451.197,386.95
C94,2003,alive,260.16900000000004,442.706,680.355,22.692,14.982,-6.384,8.597999999999999,115.812,68.23100000000001,255.382,-32.108000000000004,163.32,119.414,796.1669999999997,139.34799999999998,330.4790000000001,796.1669999999997,787.569,281.202,455.834,700.4889999999997,96.066,14.714,-2.364,12.35,127.72,70.692,186.762,-1.836,200.814,101.134,828.209,122.0985,306.663,828.209,815.8589999999997,275.067,470.762,745.627,98.244,13.704,22.395,36.099,150.945,81.40100000000002,186.106,8.06,216.803,109.522,896.572,173.9837,306.2870000000001,896.572,860.4730000000003
C95,2006,failed,23.592,44.418,45.244,0.0,0.785,6.38,7.165,14.246,11.316,62.892,5.3870000000000005,-51.33,9.241,59.49,6.7621,66.949,59.49,52.325,25.458,51.26,38.911,0.0,1.651,2.119,3.77,10.816,8.606,74.202,-2.42,-56.00899999999999,7.386,49.727,5.6634,78.44800000000002,49.727,45.957,28.288,56.596,53.17100000000001,35.628,2.48,4.006,6.4860000000000015,15.479,9.3,41.54600000000001,-0.162,-53.612,12.794,68.65,5.8604,81.84899999999998,68.65,62.164
C96,2007,alive,218.133,376.72,146.137,35.968,8.942,26.835,35.777,131.192,28.15,85.12700000000002,28.089,-127.558,65.643,277.329,701.6502,135.808,277.329,241.552,149.36700000000005,313.129,163.625,35.966,11.156,-19.407,-8.251,98.901,25.437,72.98100000000002,-27.306,-156.685,52.496,262.526,370.6218,118.262,262.526,270.777,164.09400000000005,337.755,145.46200000000005,35.617,12.0,-20.298,-8.298,91.798,41.628,78.01899999999998,-25.69,-129.35399999999998,53.74,237.26,327.0738,120.716,237.26,245.558
C97,2011,failed,25.335,94.53,29.58,0.0,15.651,-1.872,13.779000000000002,332.096,7.952000000000001,116.504,-56.685,-46.31,4.871,361.676,11.1904,153.343,361.676,347.897,30.089,143.8,28.263,48.9,17.962,23.32,41.282,378.772,7.46,49.203,11.908,27.867,5.678,407.035,139.2005,129.53,407.035,365.753,53.555,166.59099999999995,30.626,57.855,22.74,29.867,52.607,391.745,7.465,62.643,13.797,26.629,8.19,422.371,94.3277,156.403,422.371,369.764
